date,page,query,clicks,impressions,ctr,position
5/18/25,/,laptop accessories,47,910,0.0516,34.7
6/12/25,/product/external-battery,cheap bluetooth speaker,77,830,0.0928,9.9
4/28/25,/category/electronics,best headphones 2024,100,2639,0.0379,29.1
4/23/25,/product/laptop-charger,laptop charger,39,1306,0.0299,18.9
7/12/25,/product/tablet-stand,bluetooth speaker,249,1780,0.1399,24.9
5/18/25,/,gaming setup,8,191,0.0419,14.5
6/16/25,/product/smartphone-case,mobile accessories,191,1448,0.1319,4.4
7/2/25,/blog/mobile-accessories-trends,tech gadgets,212,2474,0.0857,14.6
5/27/25,/product/usb-cable,mobile accessories,170,1502,0.1132,5.8
6/21/25,/support/warranty-info,phone holder,26,771,0.0337,34
6/4/25,/blog/wireless-vs-wired,wireless headphones,11,401,0.0274,27
7/9/25,/support/warranty-info,external battery,12,378,0.0317,31.2
6/30/25,/product/phone-holder,tablet stand,14,146,0.0959,23.3
6/4/25,/contact,phone holder,58,1240,0.0468,27.3
6/8/25,/product/bluetooth-speaker,best headphones 2024,116,1666,0.0696,8.8
4/18/25,/product/external-battery,best headphones 2024,98,917,0.1069,13.8
6/12/25,/category/electronics,gaming mouse review,56,739,0.0758,18.5
5/26/25,/category/electronics,usb cable,149,2075,0.0718,29.2
4/20/25,/category/computing,gaming mouse,114,2486,0.0459,12.7
6/7/25,/category/audio,gaming mouse,127,2009,0.0632,15.1
5/24/25,/product/bluetooth-speaker,laptop charger,85,862,0.0986,10.3
7/3/25,/category/accessories,usb cable,20,939,0.0213,25.8
7/12/25,/category/computing,tablet stand,50,2029,0.0246,10.2
5/24/25,/product/tablet-stand,tech gadgets,120,1684,0.0713,12.4
6/17/25,/,usb c cable,22,1070,0.0206,26
5/27/25,/support/shipping-policy,smartphone case,4,899,0.0044,14.1
5/9/25,/product/phone-holder,computer accessories,10,254,0.0394,11.2
6/20/25,/product/phone-holder,gaming mouse review,137,1682,0.0815,17.1
4/24/25,/product/wireless-headphones,tech gadgets,279,1902,0.1467,3.3
6/16/25,/support/warranty-info,cheap bluetooth speaker,33,911,0.0362,38.4
6/27/25,/product/gaming-mouse,wireless keyboard,45,1841,0.0244,6.8
7/2/25,/category/accessories,electronics online,45,611,0.0736,13.2
5/4/25,/,mobile accessories,13,638,0.0204,35.5
6/10/25,/product/smartphone-case,gaming mouse,33,1545,0.0214,23.2
4/23/25,/product/wireless-keyboard,cheap bluetooth speaker,34,564,0.0603,19.2
6/17/25,/category/electronics,usb cable,197,4023,0.049,25.9
6/5/25,/blog/mobile-accessories-trends,bluetooth speaker,151,2089,0.0723,19.2
7/7/25,/product/tablet-stand,wireless vs wired headphones,70,592,0.1182,6.8
5/3/25,/product/laptop-charger,usb c cable,64,1191,0.0537,14.1
5/19/25,/category/accessories,tech gadgets,32,2698,0.0119,5.9
6/10/25,/product/phone-holder,external battery,99,1386,0.0714,9.3
6/15/25,/category/electronics,audio equipment,131,1693,0.0774,10.9
4/26/25,/product/laptop-charger,gaming mouse,104,1984,0.0524,6.4
6/13/25,/product/external-battery,tech gadgets,162,1150,0.1409,19.8
6/18/25,/contact,phone case protection,10,273,0.0366,27.5
6/6/25,/product/wireless-keyboard,usb cable,80,1410,0.0567,17.2
7/12/25,/product/tablet-stand,buy headphones,6,397,0.0151,7.2
6/27/25,/blog/mobile-accessories-trends,gaming setup,19,895,0.0212,36.7
6/1/25,/,wireless headphones,72,1441,0.05,12.4
4/25/25,/support/shipping-policy,gaming setup,5,605,0.0083,20.2
7/7/25,/product/wireless-keyboard,bluetooth speaker,82,841,0.0975,24.9
5/16/25,/category/electronics,audio equipment,277,4967,0.0558,29.9
5/21/25,/support/shipping-policy,usb cable,17,777,0.0219,45.2
4/18/25,/product/bluetooth-speaker,computer accessories,167,1663,0.1004,19.3
6/21/25,/product/smartphone-case,computer accessories,207,1837,0.1127,12.7
6/20/25,/product/external-battery,cheap bluetooth speaker,39,1903,0.0205,21.5
5/31/25,/product/tablet-stand,phone holder,37,570,0.0649,23.2
6/2/25,/product/phone-holder,phone holder,18,925,0.0195,21.2
5/13/25,/blog/mobile-accessories-trends,wireless vs wired headphones,40,470,0.0851,27.3
5/14/25,/blog/best-headphones-2024,computer accessories,64,2462,0.026,8.5
7/13/25,/about-us,tech gadgets,44,1471,0.0299,19.6
7/2/25,/product/laptop-charger,gaming mouse,121,1149,0.1053,24.1
6/21/25,/contact,phone holder,52,1203,0.0432,42.2
6/28/25,/support/warranty-info,mobile accessories,70,1300,0.0538,30.6
5/6/25,/,phone case protection,7,224,0.0312,49.7
5/27/25,/blog/wireless-vs-wired,laptop accessories,71,744,0.0954,11.3
6/13/25,/contact,gaming mouse,27,619,0.0436,19.3
4/28/25,/support/shipping-policy,gaming mouse review,48,880,0.0545,20.1
5/21/25,/product/gaming-mouse,wireless keyboard,120,1753,0.0685,16
5/7/25,/blog/gaming-setup-guide,usb cable,36,1175,0.0306,12.8
5/1/25,/about-us,usb c cable,66,1225,0.0539,11.2
5/7/25,/support/warranty-info,wireless keyboard,19,453,0.0419,44.7
4/23/25,/,laptop accessories,30,1240,0.0242,16.7
5/2/25,/product/bluetooth-speaker,laptop charger,7,80,0.0875,8.1
4/17/25,/product/wireless-headphones,smartphone case,138,1466,0.0941,11.5
6/11/25,/category/audio,laptop charger,21,871,0.0241,20.2
7/6/25,/support/shipping-policy,usb c cable,64,1243,0.0515,38.6
5/2/25,/product/wireless-headphones,gaming mouse review,31,221,0.1403,9.5
6/3/25,/category/audio,smartphone case,35,2865,0.0122,32.5
5/17/25,/blog/mobile-accessories-trends,external battery,176,1507,0.1168,15.8
4/27/25,/support/warranty-info,cheap bluetooth speaker,10,197,0.0508,21.1
6/26/25,/about-us,gaming mouse,13,499,0.0261,22.4
7/1/25,/category/electronics,usb c cable,24,1300,0.0185,5.1
4/19/25,/blog/best-headphones-2024,tech gadgets,56,1855,0.0302,8.1
5/22/25,/category/electronics,audio equipment,244,3606,0.0677,30
5/29/25,/product/wireless-headphones,computer accessories,18,144,0.125,12.5
7/11/25,/category/audio,mobile accessories,43,2700,0.0159,7.2
7/8/25,/category/audio,wireless vs wired headphones,42,2950,0.0142,26.3
7/16/25,/product/usb-cable,external battery,6,53,0.1132,14.9
4/29/25,/category/audio,phone case protection,178,2702,0.0659,19.1
6/22/25,/support/shipping-policy,wireless headphones,38,852,0.0446,40.4
6/11/25,/category/computing,gaming mouse review,95,2157,0.044,21.6
6/4/25,/blog/mobile-accessories-trends,audio equipment,299,2524,0.1185,27.9
5/7/25,/category/audio,phone case protection,27,4261,0.0063,20.8
6/25/25,/category/computing,gaming mouse review,345,4760,0.0725,22
6/16/25,/blog/gaming-setup-guide,usb c cable,338,2905,0.1164,23.5
7/4/25,/product/smartphone-case,wireless vs wired headphones,10,112,0.0893,20.7
6/10/25,/product/tablet-stand,wireless vs wired headphones,24,978,0.0245,15.5
6/4/25,/product/wireless-headphones,computer accessories,65,1267,0.0513,5.8
4/28/25,/product/gaming-mouse,mobile accessories,188,1854,0.1014,13
7/6/25,/blog/gaming-setup-guide,laptop accessories,105,2489,0.0422,20.2
5/25/25,/product/smartphone-case,gaming mouse review,7,1800,0.0039,19.7
6/29/25,/category/accessories,gaming mouse,79,1096,0.0721,15.8
6/21/25,/category/electronics,laptop charger,269,4272,0.063,18.7
7/16/25,/product/smartphone-case,usb c cable,40,1581,0.0253,13.7
6/5/25,/support/shipping-policy,tablet stand,4,252,0.0159,31.7
7/8/25,/blog/mobile-accessories-trends,gaming mouse,33,1348,0.0245,27.5
7/1/25,/category/audio,gaming mouse,156,4069,0.0383,10.3
5/5/25,/support/shipping-policy,buy headphones,35,784,0.0446,33.5
6/13/25,/product/bluetooth-speaker,computer accessories,140,1855,0.0755,18.9
6/2/25,/product/phone-holder,gaming mouse,27,265,0.1019,18
6/3/25,/blog/wireless-vs-wired,bluetooth speaker,121,1506,0.0803,32.9
5/3/25,/product/wireless-headphones,laptop accessories,13,339,0.0383,21.6
6/2/25,/blog/wireless-vs-wired,wireless headphones,19,2553,0.0074,38
4/23/25,/product/smartphone-case,wireless charging pad,33,867,0.0381,23.4
5/30/25,/category/computing,phone holder,49,932,0.0526,10.2
5/4/25,/product/phone-holder,buy headphones,37,413,0.0896,6.6
6/27/25,/support/shipping-policy,best headphones 2024,3,673,0.0045,12.3
6/18/25,/blog/gaming-setup-guide,wireless charging pad,103,2316,0.0445,13.1
5/20/25,/,electronics online,8,592,0.0135,15.4
6/9/25,/product/smartphone-case,gaming setup,282,1978,0.1426,23.3
6/3/25,/product/wireless-headphones,buy headphones,6,184,0.0326,20.3
6/27/25,/about-us,computer accessories,4,220,0.0182,14.6
6/3/25,/product/wireless-headphones,phone case protection,59,414,0.1425,13.2
4/30/25,/contact,smartphone case,14,745,0.0188,27.1
4/22/25,/category/accessories,usb cable,47,4109,0.0114,29.6
5/4/25,/product/wireless-keyboard,bluetooth speaker,12,117,0.1026,4.6
6/11/25,/support/warranty-info,best headphones 2024,4,1493,0.0027,10.2
6/17/25,/product/phone-holder,computer accessories,49,1749,0.028,22.3
6/29/25,/product/external-battery,gaming mouse review,88,1506,0.0584,18.4
5/16/25,/about-us,gaming mouse,69,1262,0.0547,28.7
7/1/25,/blog/mobile-accessories-trends,laptop accessories,120,1073,0.1118,35.4
5/31/25,/product/gaming-mouse,phone case protection,40,576,0.0694,24
5/1/25,/category/computing,audio equipment,85,1221,0.0696,32.8
6/16/25,/product/wireless-keyboard,external battery,142,1710,0.083,4.8
4/26/25,/product/bluetooth-speaker,phone holder,10,730,0.0137,6.4
6/27/25,/contact,phone case protection,17,925,0.0184,37.4
4/25/25,/blog/best-headphones-2024,external battery,122,1073,0.1137,33.1
6/2/25,/blog/best-headphones-2024,phone holder,133,2346,0.0567,18.8
5/6/25,/category/computing,cheap bluetooth speaker,45,995,0.0452,30.9
6/25/25,/category/computing,bluetooth speaker,249,4016,0.062,10.8
6/26/25,/product/usb-cable,computer accessories,43,564,0.0762,23.5
6/20/25,/product/wireless-keyboard,gaming mouse review,27,671,0.0402,10
5/16/25,/category/audio,wireless charging pad,123,2940,0.0418,32.5
6/25/25,/product/bluetooth-speaker,best headphones 2024,11,734,0.015,12.8
6/12/25,/product/phone-holder,computer accessories,17,152,0.1118,10.9
7/5/25,/category/electronics,wireless vs wired headphones,66,1155,0.0571,33.8
5/7/25,/product/wireless-keyboard,laptop accessories,51,424,0.1203,21.1
7/2/25,/product/bluetooth-speaker,gaming mouse review,175,1968,0.0889,22.9
5/28/25,/product/laptop-charger,bluetooth speaker,84,1060,0.0792,19.1
7/11/25,/support/shipping-policy,laptop charger,9,578,0.0156,48
4/29/25,/blog/best-headphones-2024,tech gadgets,208,2278,0.0913,11
7/13/25,/product/wireless-headphones,gaming mouse,108,722,0.1496,9.5
6/12/25,/contact,gaming setup,5,210,0.0238,16.7
4/20/25,/category/audio,computer accessories,139,3538,0.0393,14.5
5/21/25,/,smartphone case,25,1497,0.0167,49.9
4/27/25,/contact,gaming mouse,17,473,0.0359,46
6/28/25,/category/accessories,bluetooth speaker,25,586,0.0427,30.8
7/15/25,/product/bluetooth-speaker,smartphone case,19,704,0.027,10.4
5/10/25,/category/accessories,wireless charging pad,132,2626,0.0503,24
7/5/25,/category/electronics,bluetooth speaker,164,4088,0.0401,6.3
6/19/25,/product/laptop-charger,tech gadgets,53,957,0.0554,21.6
6/15/25,/support/shipping-policy,gaming mouse review,8,201,0.0398,38.3
7/1/25,/contact,wireless vs wired headphones,6,1418,0.0042,46.5
7/11/25,/product/smartphone-case,bluetooth speaker,8,69,0.1159,9.3
7/12/25,/support/shipping-policy,wireless keyboard,3,722,0.0042,18.1
6/30/25,/product/laptop-charger,wireless headphones,49,618,0.0793,5.8
4/21/25,/product/wireless-keyboard,mobile accessories,21,143,0.1469,16.5
5/23/25,/product/smartphone-case,smartphone case,81,1161,0.0698,16.8
4/29/25,/product/usb-cable,wireless charging pad,83,739,0.1123,16.6
5/9/25,/blog/mobile-accessories-trends,wireless vs wired headphones,72,1617,0.0445,37.1
7/13/25,/support/warranty-info,best headphones 2024,4,400,0.01,24.5
4/26/25,/product/bluetooth-speaker,bluetooth speaker,129,884,0.1459,15.5
6/29/25,/product/wireless-headphones,wireless charging pad,11,89,0.1236,15.6
6/26/25,/product/bluetooth-speaker,smartphone case,104,1169,0.089,18.8
6/17/25,/product/phone-holder,bluetooth speaker,183,1643,0.1114,22.7
6/17/25,/blog/gaming-setup-guide,phone holder,74,2986,0.0248,30.9
5/14/25,/contact,wireless keyboard,39,1267,0.0308,22.3
7/15/25,/category/accessories,usb cable,20,668,0.0299,16.8
6/14/25,/category/audio,tech gadgets,62,1787,0.0347,14.8
5/14/25,/product/tablet-stand,wireless charging pad,111,762,0.1457,3.2
6/19/25,/product/wireless-keyboard,gaming setup,37,691,0.0535,5.9
6/6/25,/product/tablet-stand,external battery,34,266,0.1278,14.8
5/10/25,/support/warranty-info,bluetooth speaker,26,1385,0.0188,36.5
6/29/25,/,tech gadgets,10,406,0.0246,41.6
5/26/25,/category/electronics,laptop charger,21,1071,0.0196,27.1
4/21/25,/support/warranty-info,bluetooth speaker,56,1417,0.0395,43.6
4/22/25,/category/accessories,usb cable,40,546,0.0733,27.9
6/25/25,/blog/mobile-accessories-trends,mobile accessories,139,2290,0.0607,15.8
5/6/25,/product/laptop-charger,smartphone case,55,836,0.0658,12.8
5/4/25,/support/shipping-policy,wireless headphones,24,676,0.0355,48.3
6/14/25,/category/electronics,tech gadgets,250,4948,0.0505,14.7
6/28/25,/product/tablet-stand,smartphone case,42,400,0.105,19.2
6/10/25,/product/external-battery,tablet stand,10,859,0.0116,8.1
5/17/25,/category/computing,usb c cable,22,1967,0.0112,31.5
5/5/25,/blog/best-headphones-2024,wireless vs wired headphones,143,1648,0.0868,14
5/19/25,/blog/best-headphones-2024,electronics online,32,301,0.1063,27.1
4/17/25,/blog/best-headphones-2024,laptop charger,61,572,0.1066,19
5/7/25,/product/usb-cable,computer accessories,145,1589,0.0913,3.1
5/11/25,/category/computing,computer accessories,45,1878,0.024,24.4
7/3/25,/contact,tablet stand,8,238,0.0336,46.3
6/23/25,/product/laptop-charger,cheap bluetooth speaker,130,1223,0.1063,18.9
7/13/25,/category/accessories,laptop accessories,75,1273,0.0589,8.2
5/1/25,/blog/gaming-setup-guide,mobile accessories,78,1066,0.0732,19.9
6/26/25,/blog/mobile-accessories-trends,smartphone case,170,2610,0.0651,26.2
6/15/25,/,buy headphones,25,442,0.0566,37.6
6/4/25,/blog/mobile-accessories-trends,cheap bluetooth speaker,13,382,0.034,32
5/30/25,/product/usb-cable,buy headphones,159,1145,0.1389,21.9
4/25/25,/blog/mobile-accessories-trends,gaming setup,89,2693,0.033,24.3
6/30/25,/blog/wireless-vs-wired,tablet stand,151,2285,0.0661,18.6
5/26/25,/product/bluetooth-speaker,usb c cable,13,246,0.0528,6.7
6/17/25,/product/tablet-stand,wireless headphones,10,160,0.0625,15.1
7/4/25,/product/external-battery,gaming mouse review,45,311,0.1447,23.4
5/16/25,/product/gaming-mouse,usb c cable,84,1986,0.0423,4.3
4/28/25,/product/phone-holder,phone holder,76,1047,0.0726,17.4
5/3/25,/blog/gaming-setup-guide,audio equipment,18,649,0.0277,21.5
6/2/25,/support/warranty-info,phone case protection,25,501,0.0499,10.4
5/3/25,/about-us,audio equipment,4,126,0.0317,11.4
5/13/25,/product/bluetooth-speaker,phone holder,81,1969,0.0411,7.8
5/3/25,/product/gaming-mouse,computer accessories,132,948,0.1392,10.9
5/3/25,/,laptop charger,26,599,0.0434,38.7
4/22/25,/product/gaming-mouse,cheap bluetooth speaker,31,241,0.1286,10.4
4/23/25,/category/computing,phone holder,120,3742,0.0321,5.1
4/24/25,/category/accessories,computer accessories,132,2390,0.0552,18.7
6/1/25,/category/audio,laptop accessories,98,1286,0.0762,21.1
5/3/25,/product/smartphone-case,usb c cable,7,96,0.0729,24.8
4/28/25,/category/computing,usb c cable,80,1106,0.0723,14
7/3/25,/product/bluetooth-speaker,tablet stand,140,1242,0.1127,7.8
4/20/25,/product/phone-holder,usb cable,146,1774,0.0823,4.5
6/5/25,/category/audio,tablet stand,92,1735,0.053,7.4
5/12/25,/product/laptop-charger,mobile accessories,8,1047,0.0076,14
6/2/25,/category/audio,gaming mouse review,233,3519,0.0662,30.2
6/6/25,/blog/best-headphones-2024,tech gadgets,34,366,0.0929,15.5
6/6/25,/product/gaming-mouse,smartphone case,136,1218,0.1117,20.7
6/2/25,/category/accessories,bluetooth speaker,168,2983,0.0563,13.6
5/19/25,/product/external-battery,wireless charging pad,12,124,0.0968,24.2
6/6/25,/product/wireless-keyboard,usb c cable,82,677,0.1211,19.9
5/15/25,/support/warranty-info,mobile accessories,3,804,0.0037,22.1
7/3/25,/category/audio,tablet stand,117,4216,0.0278,8.9
5/8/25,/category/audio,gaming mouse,80,4054,0.0197,7.7
5/5/25,/product/phone-holder,wireless keyboard,110,1659,0.0663,17.6
5/30/25,/about-us,gaming mouse review,20,756,0.0265,36.9
4/29/25,/contact,cheap bluetooth speaker,8,1151,0.007,31.4
6/19/25,/support/shipping-policy,usb c cable,15,1365,0.011,39.6
6/8/25,/product/gaming-mouse,wireless charging pad,44,541,0.0813,23
4/27/25,/contact,phone case protection,51,1269,0.0402,20.5
5/12/25,/blog/mobile-accessories-trends,best headphones 2024,44,1180,0.0373,31
5/23/25,/blog/best-headphones-2024,tablet stand,180,1697,0.1061,9.8
6/24/25,/product/usb-cable,usb cable,38,552,0.0688,23.9
4/21/25,/,usb cable,4,258,0.0155,38.3
6/2/25,/contact,cheap bluetooth speaker,54,1122,0.0481,11.1
5/21/25,/category/accessories,electronics online,157,3698,0.0425,20
6/14/25,/category/audio,laptop accessories,204,2697,0.0756,28.2
7/7/25,/category/electronics,wireless keyboard,142,3453,0.0411,18.1
6/28/25,/blog/wireless-vs-wired,phone holder,108,1809,0.0597,37.8
7/2/25,/blog/gaming-setup-guide,gaming setup,37,460,0.0804,14.7
5/22/25,/product/gaming-mouse,smartphone case,26,412,0.0631,9.3
4/19/25,/blog/mobile-accessories-trends,computer accessories,20,232,0.0862,37.6
7/5/25,/product/external-battery,cheap bluetooth speaker,31,229,0.1354,10.5
6/7/25,/support/shipping-policy,gaming mouse,26,761,0.0342,33
6/6/25,/product/external-battery,electronics online,12,422,0.0284,21.8
5/17/25,/product/wireless-headphones,electronics online,146,1831,0.0797,6
6/3/25,/,laptop accessories,11,343,0.0321,17.3
5/2/25,/product/external-battery,bluetooth speaker,72,1417,0.0508,17.3
6/30/25,/product/wireless-keyboard,usb cable,234,1673,0.1399,6.5
6/9/25,/product/laptop-charger,external battery,86,1640,0.0524,22.5
5/14/25,/,bluetooth speaker,39,1027,0.038,26.5
7/10/25,/blog/best-headphones-2024,usb cable,12,627,0.0191,9
7/8/25,/contact,audio equipment,18,349,0.0516,47.6
6/1/25,/product/tablet-stand,gaming mouse,66,1958,0.0337,4.7
6/26/25,/blog/best-headphones-2024,smartphone case,153,2481,0.0617,18.2
5/13/25,/category/accessories,usb c cable,209,2788,0.075,31.9
6/11/25,/blog/gaming-setup-guide,electronics online,78,1263,0.0618,35
7/9/25,/contact,buy headphones,4,199,0.0201,29.9
7/8/25,/product/tablet-stand,wireless charging pad,17,1962,0.0087,18.2
6/8/25,/category/electronics,audio equipment,48,1709,0.0281,32.1
6/15/25,/blog/best-headphones-2024,gaming mouse,230,2564,0.0897,20.8
5/28/25,/category/computing,wireless keyboard,139,2097,0.0663,5.1
5/22/25,/product/bluetooth-speaker,wireless charging pad,28,1744,0.0161,23.4
7/6/25,/,wireless vs wired headphones,17,412,0.0413,47.3
4/25/25,/product/wireless-headphones,wireless vs wired headphones,88,716,0.1229,14.4
4/22/25,/product/bluetooth-speaker,wireless headphones,82,1935,0.0424,13.6
7/13/25,/product/tablet-stand,audio equipment,9,312,0.0288,9.8
5/27/25,/blog/best-headphones-2024,usb c cable,25,998,0.0251,21.6
7/3/25,/product/external-battery,usb cable,182,1224,0.1487,20.4
5/14/25,/category/audio,cheap bluetooth speaker,83,1211,0.0685,34.8
4/21/25,/product/wireless-keyboard,laptop charger,53,455,0.1165,16.7
5/31/25,/,gaming mouse,53,1161,0.0457,17
4/20/25,/support/shipping-policy,wireless charging pad,21,481,0.0437,39.1
6/18/25,/product/usb-cable,wireless vs wired headphones,28,311,0.09,24.3
6/1/25,/contact,usb c cable,32,536,0.0597,19.4
5/8/25,/product/gaming-mouse,wireless charging pad,202,1469,0.1375,20.9
5/16/25,/,phone case protection,19,489,0.0389,34.1
5/9/25,/product/wireless-headphones,external battery,114,794,0.1436,13.4
7/14/25,/product/usb-cable,wireless vs wired headphones,21,511,0.0411,8
6/10/25,/product/smartphone-case,cheap bluetooth speaker,9,766,0.0117,13.3
4/28/25,/product/bluetooth-speaker,gaming mouse review,16,990,0.0162,14.3
6/5/25,/support/shipping-policy,buy headphones,19,347,0.0548,42.3
5/12/25,/category/audio,bluetooth speaker,21,1308,0.0161,19.7
5/6/25,/category/audio,laptop charger,185,3401,0.0544,30.4
6/26/25,/product/usb-cable,gaming mouse review,148,1438,0.1029,16.9
5/10/25,/,smartphone case,58,1109,0.0523,46.9
5/20/25,/blog/mobile-accessories-trends,phone holder,132,1848,0.0714,14.4
6/12/25,/product/phone-holder,gaming mouse,18,347,0.0519,24.6
5/14/25,/,gaming mouse,8,390,0.0205,46.8
6/21/25,/product/wireless-headphones,wireless charging pad,23,267,0.0861,8.6
5/6/25,/category/accessories,gaming mouse review,111,1763,0.063,29.5
7/13/25,/about-us,tablet stand,26,465,0.0559,48.3
6/7/25,/product/bluetooth-speaker,gaming setup,57,424,0.1344,22.5
5/30/25,/product/wireless-keyboard,wireless vs wired headphones,17,1393,0.0122,22.8
5/18/25,/about-us,audio equipment,58,1080,0.0537,41.9
4/25/25,/about-us,laptop charger,10,1188,0.0084,20.9
7/13/25,/blog/wireless-vs-wired,phone holder,40,628,0.0637,8.2
7/11/25,/category/electronics,usb cable,217,2997,0.0724,8.7
6/27/25,/category/electronics,gaming mouse,48,611,0.0786,24.8
5/15/25,/category/audio,tablet stand,49,3787,0.0129,20.3
5/23/25,/contact,gaming setup,33,569,0.058,36.3
6/5/25,/product/smartphone-case,best headphones 2024,75,1546,0.0485,20.4
4/22/25,/category/accessories,best headphones 2024,165,2559,0.0645,7.2
5/9/25,/about-us,usb c cable,8,237,0.0338,13.5
5/21/25,/product/smartphone-case,smartphone case,177,1209,0.1464,10.5
6/10/25,/product/phone-holder,wireless headphones,176,1216,0.1447,5
6/4/25,/support/warranty-info,wireless keyboard,44,1310,0.0336,28
6/19/25,/category/accessories,tablet stand,50,993,0.0504,29.1
5/4/25,/product/wireless-headphones,phone holder,32,395,0.081,24.5
7/11/25,/product/wireless-headphones,smartphone case,171,1325,0.1291,13.9
5/4/25,/contact,smartphone case,12,406,0.0296,12.9
5/12/25,/support/warranty-info,usb cable,42,980,0.0429,26.1
6/24/25,/support/warranty-info,wireless charging pad,28,1029,0.0272,11.5
6/22/25,/blog/wireless-vs-wired,wireless keyboard,20,503,0.0398,21.6
6/17/25,/product/usb-cable,smartphone case,159,1684,0.0944,24.7
5/10/25,/product/gaming-mouse,electronics online,104,1385,0.0751,17.8
4/20/25,/blog/best-headphones-2024,best headphones 2024,281,2562,0.1097,25.1
6/16/25,/about-us,gaming mouse review,25,960,0.026,19.5
7/7/25,/product/wireless-keyboard,wireless charging pad,151,1452,0.104,22.8
7/15/25,/,external battery,6,515,0.0117,34.1
7/6/25,/category/audio,best headphones 2024,68,3029,0.0224,5.9
6/21/25,/contact,audio equipment,45,1284,0.035,17.3
5/2/25,/product/gaming-mouse,bluetooth speaker,12,374,0.0321,15.9
6/1/25,/product/wireless-headphones,tech gadgets,67,764,0.0877,20.8
5/21/25,/product/external-battery,laptop accessories,121,1360,0.089,20.6
5/23/25,/blog/wireless-vs-wired,wireless headphones,10,404,0.0248,12.5
6/27/25,/blog/best-headphones-2024,gaming setup,89,1454,0.0612,25.4
6/11/25,/blog/wireless-vs-wired,gaming setup,156,1419,0.1099,22.3
6/13/25,/product/external-battery,smartphone case,56,909,0.0616,11.5
5/31/25,/category/computing,computer accessories,36,776,0.0464,30.7
4/21/25,/product/wireless-headphones,mobile accessories,50,550,0.0909,9.9
5/15/25,/blog/wireless-vs-wired,wireless keyboard,34,354,0.096,39.2
6/28/25,/category/computing,phone case protection,138,2027,0.0681,18.2
5/1/25,/about-us,laptop accessories,48,1431,0.0335,15.5
7/15/25,/category/audio,usb cable,72,3130,0.023,6.5
6/3/25,/support/warranty-info,electronics online,4,116,0.0345,24.7
5/1/25,/product/tablet-stand,cheap bluetooth speaker,34,379,0.0897,12.1
5/13/25,/category/computing,external battery,40,2423,0.0165,30.6
7/4/25,/product/external-battery,cheap bluetooth speaker,148,1321,0.112,21.5
5/29/25,/support/shipping-policy,gaming setup,21,814,0.0258,26.6
6/11/25,/product/usb-cable,external battery,101,726,0.1391,8.8
5/24/25,/product/usb-cable,external battery,70,1502,0.0466,20.3
5/26/25,/support/shipping-policy,laptop charger,39,910,0.0429,47.1
7/1/25,/product/usb-cable,tech gadgets,67,1294,0.0518,21.3
5/20/25,/product/phone-holder,laptop accessories,77,973,0.0791,8
5/21/25,/category/computing,phone holder,30,640,0.0469,9.4
4/23/25,/support/warranty-info,best headphones 2024,56,1125,0.0498,15.1
6/17/25,/product/wireless-keyboard,laptop accessories,141,1420,0.0993,17.1
6/22/25,/support/warranty-info,phone holder,10,304,0.0329,16.3
4/18/25,/support/warranty-info,electronics online,4,364,0.011,37.7
5/1/25,/blog/wireless-vs-wired,tech gadgets,40,377,0.1061,18.5
6/22/25,/category/accessories,wireless keyboard,181,2851,0.0635,26.3
6/8/25,/category/accessories,best headphones 2024,319,4371,0.073,9
5/3/25,/product/bluetooth-speaker,usb cable,5,70,0.0714,9.6
6/28/25,/category/computing,external battery,52,3625,0.0143,9.5
7/4/25,/product/usb-cable,laptop accessories,5,161,0.0311,6.1
6/1/25,/product/laptop-charger,gaming mouse,34,1644,0.0207,7.5
6/15/25,/category/electronics,gaming setup,155,3418,0.0453,26.2
6/6/25,/product/wireless-keyboard,best headphones 2024,91,1242,0.0733,16.8
6/16/25,/product/wireless-headphones,gaming mouse review,225,1974,0.114,24.4
4/27/25,/support/warranty-info,phone case protection,5,547,0.0091,20.4
6/2/25,/blog/mobile-accessories-trends,external battery,43,974,0.0441,30.3
6/6/25,/category/audio,usb cable,29,1193,0.0243,11.7
6/25/25,/blog/mobile-accessories-trends,wireless vs wired headphones,23,396,0.0581,17.5
5/10/25,/product/wireless-keyboard,mobile accessories,47,372,0.1263,19.3
4/21/25,/product/usb-cable,wireless keyboard,63,684,0.0921,9.4
5/20/25,/category/computing,wireless keyboard,22,1382,0.0159,14
7/10/25,/blog/best-headphones-2024,computer accessories,222,2573,0.0863,24.1
7/14/25,/contact,usb c cable,53,911,0.0582,42.9
4/20/25,/product/bluetooth-speaker,gaming mouse review,235,1670,0.1407,24.7
7/9/25,/category/electronics,computer accessories,92,1653,0.0557,30.8
6/4/25,/support/warranty-info,bluetooth speaker,23,413,0.0557,13.6
7/10/25,/blog/wireless-vs-wired,electronics online,26,1371,0.019,22.9
5/11/25,/product/bluetooth-speaker,external battery,45,475,0.0947,4.3
5/16/25,/blog/mobile-accessories-trends,wireless vs wired headphones,20,392,0.051,13.2
6/27/25,/support/shipping-policy,phone holder,28,964,0.029,23.5
6/13/25,/category/electronics,audio equipment,45,1806,0.0249,11
6/22/25,/product/gaming-mouse,phone case protection,64,1674,0.0382,3.2
4/19/25,/product/gaming-mouse,best headphones 2024,78,871,0.0896,24.8
5/14/25,/product/wireless-keyboard,wireless headphones,7,520,0.0135,7.8
