date,page,visits,orders,revenue,device,channel
2025-07-08,/product/phone-holder,226,9,285.99,Mobile,Direct
2025-05-10,/support/warranty-info,216,0,70.83,Mobile,Organic Search
2025-04-24,/product/usb-cable,194,5,111.88,Mobile,Email
2025-07-08,/blog/mobile-accessories-trends,73,0,0,Mobile,Paid Search
2025-06-18,/about-us,45,0,0,Mobile,Organic Search
2025-06-30,/product/tablet-stand,220,4,139.08,Mobile,Direct
2025-06-02,/product/wireless-headphones,341,9,802.93,Mobile,Direct
2025-04-26,/product/gaming-mouse,430,15,1026.72,Mobile,Organic Search
2025-06-05,/about-us,23,0,0,Mobile,Paid Search
2025-05-23,/support/shipping-policy,23,0,0,Mobile,Organic Search
2025-04-17,/product/bluetooth-speaker,315,5,712.25,Mobile,Email
2025-07-11,/support/warranty-info,170,0,0,Mobile,Email
2025-05-18,/product/bluetooth-speaker,37,0,0,Tablet,Organic Search
2025-05-21,/category/audio,183,5,417.3,Desktop,Referral
2025-05-25,/about-us,85,0,0,Tablet,Organic Search
2025-07-08,/category/electronics,235,9,446.66,Desktop,Organic Search
2025-07-11,/contact,286,0,79.06,Tablet,Organic Search
2025-06-14,/contact,106,0,0,Mobile,Social
2025-05-12,/product/tablet-stand,65,2,68.54,Desktop,Direct
2025-06-07,/support/warranty-info,59,0,0,Desktop,Email
2025-07-06,/blog/mobile-accessories-trends,715,10,725.3,Desktop,Direct
2025-04-25,/product/laptop-charger,426,16,831.28,Mobile,Organic Search
2025-05-19,/product/wireless-headphones,337,13,1101.52,Desktop,Paid Search
2025-04-19,/category/computing,326,2,213.45,Desktop,Social
2025-06-09,/product/phone-holder,135,4,159.82,Mobile,Paid Search
2025-05-26,/contact,216,0,0,Mobile,Direct
2025-07-12,/contact,187,0,0,Mobile,Paid Search
2025-05-11,/product/external-battery,265,22,943.12,Desktop,Organic Search
2025-05-20,/product/smartphone-case,51,3,94.77,Mobile,Paid Search
2025-06-21,/category/accessories,767,16,967.98,Mobile,Organic Search
2025-06-26,/blog/mobile-accessories-trends,758,7,459.46,Mobile,Organic Search
2025-07-07,/blog/mobile-accessories-trends,525,13,903.33,Desktop,Paid Search
2025-05-10,/product/bluetooth-speaker,143,13,1815.62,Desktop,Paid Search
2025-05-28,/product/tablet-stand,414,48,1759.38,Desktop,Paid Search
2025-05-08,/product/usb-cable,35,1,30.89,Mobile,Organic Search
2025-05-22,/product/usb-cable,20,1,18.97,Desktop,Email
2025-05-04,/support/shipping-policy,258,0,58.98,Mobile,Paid Search
2025-07-08,/product/external-battery,126,6,250.38,Desktop,Paid Search
2025-05-05,/support/warranty-info,163,0,0,Mobile,Paid Search
2025-06-10,/blog/wireless-vs-wired,729,8,491.16,Mobile,Organic Search
2025-07-16,/product/bluetooth-speaker,161,7,1010.44,Desktop,Social
2025-06-14,/product/gaming-mouse,144,7,485.1,Tablet,Organic Search
2025-05-22,/support/shipping-policy,251,0,0,Mobile,Organic Search
2025-06-21,/product/wireless-keyboard,348,27,2032.33,Desktop,Organic Search
2025-04-18,/category/computing,511,14,1114.57,Desktop,Direct
2025-04-26,/product/wireless-headphones,26,0,74.72,Mobile,Organic Search
2025-05-24,/product/external-battery,98,3,111.93,Desktop,Social
2025-06-28,/product/usb-cable,43,1,19.03,Desktop,Direct
2025-05-02,/product/gaming-mouse,267,10,611.69,Desktop,Paid Search
2025-05-31,/support/shipping-policy,245,2,112.83,Desktop,Organic Search
2025-05-10,/product/external-battery,274,18,648.09,Desktop,Organic Search
2025-07-08,/category/accessories,530,9,670.26,Mobile,Direct
2025-06-02,/blog/gaming-setup-guide,781,7,417.13,Desktop,Organic Search
2025-05-31,/category/audio,408,10,761.59,Mobile,Direct
2025-05-15,/product/external-battery,114,9,366.65,Tablet,Paid Search
2025-06-15,/,18,0,0,Mobile,Paid Search
2025-07-09,/product/wireless-keyboard,46,1,109.18,Tablet,Social
2025-05-29,/support/shipping-policy,154,0,0,Desktop,Organic Search
2025-06-25,/about-us,142,1,104.66,Desktop,Paid Search
2025-06-16,/product/wireless-keyboard,363,24,1786.3,Mobile,Paid Search
2025-06-22,/product/tablet-stand,47,2,74.1,Desktop,Direct
2025-05-10,/category/audio,365,8,375.76,Mobile,Organic Search
2025-07-10,/blog/gaming-setup-guide,100,0,0,Mobile,Paid Search
2025-06-19,/blog/mobile-accessories-trends,537,2,214.67,Mobile,Social
2025-07-07,/blog/best-headphones-2024,73,0,0,Mobile,Direct
2025-04-20,/blog/best-headphones-2024,45,0,0,Mobile,Paid Search
2025-04-19,/about-us,210,0,36.24,Desktop,Social
2025-05-14,/product/tablet-stand,237,15,570.16,Desktop,Paid Search
2025-07-10,/product/wireless-keyboard,76,2,166.4,Mobile,Direct
2025-04-17,/blog/wireless-vs-wired,640,6,387.48,Mobile,Organic Search
2025-06-18,/product/bluetooth-speaker,256,15,2230.12,Desktop,Organic Search
2025-07-08,/product/usb-cable,235,13,260.76,Desktop,Direct
2025-06-19,/contact,173,0,0,Desktop,Paid Search
2025-05-11,/support/shipping-policy,227,1,52.81,Desktop,Referral
2025-06-28,/product/laptop-charger,425,25,1224.97,Desktop,Organic Search
2025-05-21,/product/laptop-charger,453,40,2059.51,Desktop,Paid Search
2025-07-12,/product/usb-cable,269,21,415.79,Mobile,Paid Search
2025-06-28,/product/gaming-mouse,279,6,428.01,Mobile,Organic Search
2025-07-03,/product/wireless-headphones,61,1,204.78,Mobile,Paid Search
2025-04-30,/category/electronics,667,25,1403.21,Desktop,Organic Search
2025-06-17,/product/external-battery,238,19,774.47,Desktop,Organic Search
2025-06-19,/product/laptop-charger,194,8,483.58,Mobile,Organic Search
2025-05-11,/product/wireless-keyboard,46,3,284.85,Desktop,Organic Search
2025-05-16,/product/smartphone-case,416,19,493.35,Tablet,Email
2025-06-19,/category/electronics,968,24,1036.29,Desktop,Organic Search
2025-06-10,/product/laptop-charger,449,31,1530.84,Desktop,Paid Search
2025-04-23,/product/gaming-mouse,67,4,254.44,Desktop,Direct
2025-04-22,/product/tablet-stand,265,9,306.16,Mobile,Email
2025-07-04,/support/warranty-info,187,0,46.72,Desktop,Social
2025-07-11,/blog/best-headphones-2024,77,0,50.85,Mobile,Organic Search
2025-07-07,/product/gaming-mouse,492,22,1371.26,Desktop,Organic Search
2025-07-09,/product/bluetooth-speaker,457,31,3992.26,Desktop,Organic Search
2025-04-29,/support/shipping-policy,6,0,0,Mobile,Paid Search
2025-06-19,/category/audio,662,9,734.49,Tablet,Organic Search
2025-06-15,/about-us,299,1,138.91,Tablet,Organic Search
2025-07-16,/blog/wireless-vs-wired,313,2,247.98,Mobile,Organic Search
2025-05-10,/product/tablet-stand,212,15,543.36,Desktop,Email
2025-06-16,/category/electronics,249,3,232.03,Desktop,Direct
2025-05-31,/product/tablet-stand,352,12,466.73,Mobile,Paid Search
2025-06-24,/blog/wireless-vs-wired,157,1,71.1,Mobile,Direct
2025-05-28,/blog/best-headphones-2024,637,5,264.55,Desktop,Direct
2025-07-09,/product/external-battery,138,6,256.25,Mobile,Organic Search
2025-05-01,/support/warranty-info,294,1,55.81,Desktop,Direct
2025-07-12,/support/warranty-info,201,0,0,Mobile,Paid Search
2025-05-12,/blog/mobile-accessories-trends,304,1,100.86,Desktop,Paid Search
2025-05-05,/blog/wireless-vs-wired,477,13,705.16,Desktop,Paid Search
2025-06-01,/blog/best-headphones-2024,254,2,157.3,Mobile,Organic Search
2025-05-29,/product/wireless-headphones,341,10,910.97,Mobile,Referral
2025-05-01,/blog/mobile-accessories-trends,179,0,29.14,Mobile,Social
2025-05-02,/product/wireless-headphones,490,6,584.29,Mobile,Social
2025-06-11,/blog/best-headphones-2024,153,3,231.5,Desktop,Organic Search
2025-06-30,/product/laptop-charger,150,7,393.06,Desktop,Paid Search
2025-06-09,/category/computing,983,9,608.92,Mobile,Organic Search
2025-06-07,/blog/best-headphones-2024,722,4,246.4,Mobile,Direct
2025-04-28,/category/electronics,105,3,162.95,Mobile,Paid Search
2025-04-17,/product/smartphone-case,10,0,0,Mobile,Organic Search
2025-06-03,/category/electronics,514,10,552.05,Desktop,Referral
2025-06-03,/category/computing,914,31,2448.82,Desktop,Organic Search
2025-06-06,/category/accessories,813,15,792.08,Mobile,Organic Search
2025-05-04,/support/warranty-info,249,0,47.91,Mobile,Organic Search
2025-04-24,/category/electronics,52,1,67.47,Desktop,Organic Search
2025-04-19,/product/gaming-mouse,133,6,368,Desktop,Paid Search
2025-05-25,/category/computing,829,25,1203.93,Mobile,Paid Search
2025-07-15,/blog/wireless-vs-wired,671,2,180.13,Tablet,Organic Search
2025-04-29,/category/audio,903,18,1559.03,Mobile,Paid Search
2025-06-15,/product/usb-cable,438,28,519.6,Tablet,Organic Search
2025-05-13,/product/external-battery,94,2,100.78,Mobile,Email
2025-06-18,/,275,0,0,Desktop,Email
2025-06-09,/product/gaming-mouse,306,9,586.83,Desktop,Direct
2025-07-09,/category/audio,164,2,102.74,Tablet,Direct
2025-05-01,/product/bluetooth-speaker,231,8,1069.49,Mobile,Organic Search
2025-04-23,/product/usb-cable,231,18,380.71,Tablet,Paid Search
2025-05-29,/support/warranty-info,35,0,0,Desktop,Direct
2025-07-10,/support/warranty-info,245,0,52.27,Mobile,Organic Search
2025-05-12,/product/laptop-charger,314,20,975.96,Desktop,Organic Search
2025-06-12,/product/bluetooth-speaker,300,15,1956.7,Mobile,Direct
2025-04-23,/blog/mobile-accessories-trends,492,1,105.18,Mobile,Social
2025-04-25,/product/gaming-mouse,86,2,182.42,Mobile,Direct
2025-05-15,/product/wireless-headphones,272,16,1436.99,Desktop,Direct
2025-06-22,/product/external-battery,374,18,808.64,Mobile,Paid Search
2025-06-25,/blog/gaming-setup-guide,536,3,230.99,Mobile,Paid Search
2025-06-14,/category/accessories,686,14,958.34,Tablet,Organic Search
2025-06-06,/blog/mobile-accessories-trends,723,6,371.68,Mobile,Organic Search
2025-05-19,/blog/gaming-setup-guide,211,3,219,Tablet,Organic Search
2025-04-21,/support/warranty-info,230,0,0,Desktop,Organic Search
2025-06-18,/category/electronics,654,30,1223.93,Desktop,Organic Search
2025-05-11,/product/wireless-keyboard,206,9,703.2,Mobile,Paid Search
2025-07-10,/product/smartphone-case,43,3,87.84,Desktop,Organic Search
2025-06-22,/product/smartphone-case,151,2,48.9,Mobile,Direct
2025-06-24,/product/tablet-stand,495,12,470.17,Mobile,Direct
2025-05-26,/support/shipping-policy,65,0,0,Desktop,Organic Search
2025-06-09,/category/electronics,107,1,88.21,Desktop,Social
2025-05-08,/contact,115,0,0,Tablet,Paid Search
2025-06-28,/category/computing,704,14,1284.04,Desktop,Organic Search
2025-04-27,/product/usb-cable,70,7,159.81,Desktop,Paid Search
2025-04-25,/category/accessories,158,4,174.91,Desktop,Referral
2025-05-17,/category/audio,876,24,988.12,Desktop,Email
2025-05-22,/blog/best-headphones-2024,628,1,79.34,Mobile,Social
2025-05-26,/product/external-battery,316,7,324.55,Mobile,Direct
2025-07-13,/blog/mobile-accessories-trends,86,0,0,Mobile,Direct
2025-05-15,/support/shipping-policy,135,0,45.35,Mobile,Referral
2025-06-28,/product/smartphone-case,453,11,321.92,Mobile,Social
2025-07-05,/contact,87,0,0,Mobile,Organic Search
2025-07-02,/product/bluetooth-speaker,20,1,208.4,Desktop,Paid Search
2025-06-10,/contact,30,0,0,Mobile,Social
2025-06-22,/product/smartphone-case,466,37,905.23,Mobile,Paid Search
2025-04-27,/category/computing,967,22,1965.2,Mobile,Organic Search
2025-06-05,/product/laptop-charger,62,1,62.57,Mobile,Social
2025-05-06,/support/shipping-policy,147,0,0,Desktop,Paid Search
2025-06-16,/product/bluetooth-speaker,295,19,2432.19,Mobile,Organic Search
2025-06-22,/category/accessories,617,9,809.52,Desktop,Referral
2025-04-18,/product/phone-holder,329,22,681.66,Desktop,Organic Search
2025-07-13,/support/warranty-info,170,1,52.07,Desktop,Direct
2025-04-17,/product/bluetooth-speaker,128,2,250.24,Mobile,Direct
2025-04-25,/blog/gaming-setup-guide,443,2,120.85,Desktop,Email
2025-06-27,/support/shipping-policy,227,0,0,Desktop,Organic Search
2025-05-26,/support/shipping-policy,160,0,66.92,Mobile,Paid Search
2025-05-20,/about-us,56,0,0,Mobile,Email
2025-05-31,/blog/gaming-setup-guide,236,1,60.89,Desktop,Email
2025-07-02,/support/warranty-info,24,0,0,Mobile,Referral
2025-06-07,/product/usb-cable,118,6,122.88,Desktop,Paid Search
2025-05-04,/product/gaming-mouse,236,10,610.22,Desktop,Social
2025-06-16,/product/bluetooth-speaker,282,16,2061.59,Desktop,Paid Search
2025-07-12,/product/tablet-stand,226,13,437.37,Desktop,Organic Search
2025-07-10,/category/accessories,809,11,594.11,Mobile,Email
2025-05-22,/product/phone-holder,285,13,366.27,Mobile,Email
2025-06-22,/about-us,7,0,0,Desktop,Paid Search
2025-05-30,/blog/wireless-vs-wired,435,4,369.74,Mobile,Organic Search
2025-07-12,/category/accessories,940,25,1273.51,Mobile,Direct
2025-06-25,/category/accessories,427,9,513.73,Mobile,Direct
2025-05-13,/blog/wireless-vs-wired,390,1,122.21,Mobile,Organic Search
2025-07-04,/blog/wireless-vs-wired,268,1,89.38,Desktop,Paid Search
2025-05-08,/category/electronics,203,7,546.25,Desktop,Organic Search
2025-05-05,/product/phone-holder,130,3,117.01,Mobile,Paid Search
2025-05-13,/support/warranty-info,183,1,64.3,Desktop,Direct
2025-06-29,/category/computing,383,10,567.88,Mobile,Organic Search
2025-04-17,/blog/wireless-vs-wired,222,2,171.4,Mobile,Direct
2025-04-18,/category/computing,776,13,1017.46,Mobile,Paid Search
2025-05-28,/blog/gaming-setup-guide,65,1,59.14,Desktop,Direct
2025-06-22,/product/tablet-stand,323,23,731,Desktop,Referral
2025-07-12,/blog/mobile-accessories-trends,183,1,116.79,Mobile,Paid Search
2025-05-31,/blog/gaming-setup-guide,471,8,565.29,Desktop,Organic Search
2025-06-13,/product/wireless-headphones,402,27,2552.52,Desktop,Paid Search
2025-07-06,/about-us,189,1,124.6,Desktop,Paid Search
2025-05-14,/category/audio,69,1,58.36,Desktop,Referral
2025-06-24,/product/gaming-mouse,433,26,1534.18,Desktop,Referral
2025-05-12,/,47,0,0,Tablet,Paid Search
2025-06-03,/product/wireless-headphones,42,0,88.78,Mobile,Paid Search
2025-05-04,/about-us,235,0,71,Mobile,Organic Search
2025-05-14,/product/external-battery,402,15,648.38,Desktop,Paid Search
2025-05-23,/blog/best-headphones-2024,508,9,687.14,Mobile,Paid Search
2025-07-15,/blog/mobile-accessories-trends,541,12,751.71,Desktop,Paid Search
2025-06-18,/product/smartphone-case,131,12,329.12,Desktop,Organic Search
2025-07-01,/blog/mobile-accessories-trends,503,2,122.23,Desktop,Organic Search
2025-07-14,/category/electronics,304,4,281.32,Desktop,Social
2025-06-30,/blog/mobile-accessories-trends,776,15,1109.14,Desktop,Direct
2025-07-16,/product/gaming-mouse,345,23,1303.33,Desktop,Email
2025-07-10,/support/shipping-policy,204,0,48.89,Mobile,Organic Search
2025-07-14,/category/accessories,915,13,1062.19,Mobile,Paid Search
2025-06-05,/product/phone-holder,422,12,348.68,Mobile,Organic Search
2025-07-06,/category/electronics,999,24,2191.56,Tablet,Paid Search
2025-05-06,/product/wireless-headphones,287,22,2041.87,Desktop,Direct
2025-05-22,/category/computing,901,9,480.97,Desktop,Social
2025-05-03,/support/warranty-info,294,1,84.65,Mobile,Direct
2025-05-13,/blog/gaming-setup-guide,78,0,0,Desktop,Social
2025-06-04,/product/bluetooth-speaker,478,25,3321.81,Mobile,Organic Search
2025-07-09,/product/wireless-keyboard,319,20,1579.54,Desktop,Organic Search
2025-04-21,/category/audio,723,24,1199.62,Tablet,Organic Search
2025-05-06,/support/shipping-policy,77,0,0,Mobile,Organic Search
2025-06-30,/blog/gaming-setup-guide,768,12,710.21,Desktop,Paid Search
2025-05-10,/blog/wireless-vs-wired,539,6,389.17,Tablet,Paid Search
2025-04-30,/product/bluetooth-speaker,135,6,768.27,Mobile,Paid Search
2025-04-18,/category/accessories,435,14,1044.97,Desktop,Organic Search
2025-07-09,/category/computing,984,10,748.94,Mobile,Referral
2025-07-13,/support/warranty-info,201,0,40.26,Mobile,Organic Search
2025-05-14,/category/electronics,222,6,403.89,Desktop,Organic Search
2025-06-30,/contact,5,0,0,Tablet,Email
2025-06-21,/blog/gaming-setup-guide,412,6,414.28,Mobile,Paid Search
2025-04-28,/product/wireless-headphones,245,6,577.8,Mobile,Paid Search
2025-05-09,/product/wireless-keyboard,370,24,1821.66,Desktop,Paid Search
2025-06-08,/blog/gaming-setup-guide,50,0,0,Desktop,Organic Search
2025-06-27,/contact,263,0,0,Mobile,Social
2025-05-21,/product/wireless-keyboard,420,30,2257.56,Mobile,Paid Search
2025-05-01,/product/wireless-keyboard,98,4,338.54,Desktop,Direct
2025-07-16,/blog/wireless-vs-wired,527,3,213.09,Mobile,Social
2025-06-27,/product/usb-cable,407,25,542.93,Mobile,Organic Search
2025-04-26,/contact,263,0,0,Desktop,Paid Search
2025-06-21,/product/external-battery,367,7,303.54,Desktop,Social
2025-06-16,/support/warranty-info,254,1,91.03,Desktop,Organic Search
2025-06-21,/,138,0,0,Desktop,Referral
2025-06-27,/product/bluetooth-speaker,43,2,278.09,Desktop,Direct
2025-06-16,/product/phone-holder,246,4,161.93,Mobile,Organic Search
2025-07-14,/product/usb-cable,63,0,15.29,Mobile,Direct
2025-06-01,/support/shipping-policy,230,0,0,Mobile,Email
2025-04-24,/product/gaming-mouse,361,13,733.73,Desktop,Organic Search
2025-06-18,/blog/gaming-setup-guide,136,0,87.04,Tablet,Paid Search
2025-05-26,/product/tablet-stand,370,4,163.67,Mobile,Social
2025-05-27,/blog/gaming-setup-guide,577,7,533.31,Desktop,Direct
2025-06-24,/category/electronics,675,27,1137.36,Desktop,Organic Search
2025-05-14,/product/wireless-headphones,448,9,790.64,Desktop,Social
2025-05-03,/blog/best-headphones-2024,191,3,158.05,Desktop,Direct
2025-06-28,/product/laptop-charger,14,0,0,Tablet,Paid Search
2025-04-22,/product/wireless-headphones,470,33,2999.28,Mobile,Paid Search
2025-07-10,/product/tablet-stand,397,22,744.05,Desktop,Paid Search
2025-07-07,/product/tablet-stand,89,1,50.48,Mobile,Referral
2025-04-26,/product/wireless-keyboard,349,12,928.04,Tablet,Email
2025-04-20,/support/warranty-info,291,1,102.14,Mobile,Paid Search
2025-07-02,/product/external-battery,12,0,0,Mobile,Email
2025-05-22,/category/audio,680,14,1165.71,Desktop,Referral
2025-05-17,/category/audio,86,2,136.01,Mobile,Direct
2025-06-18,/product/tablet-stand,28,0,23.43,Mobile,Referral
2025-04-23,/,297,2,90.58,Desktop,Direct
2025-05-13,/,184,0,0,Mobile,Organic Search
2025-06-02,/product/wireless-headphones,67,4,492.31,Mobile,Paid Search
2025-06-09,/product/gaming-mouse,176,10,594.25,Mobile,Organic Search
2025-06-29,/product/phone-holder,203,10,313.97,Mobile,Direct
2025-04-21,/category/accessories,731,6,513.82,Mobile,Organic Search
2025-05-30,/product/laptop-charger,115,3,166.49,Tablet,Paid Search
2025-07-01,/category/audio,503,7,699.28,Mobile,Paid Search
2025-07-01,/product/gaming-mouse,160,18,1075.02,Desktop,Paid Search
2025-04-28,/about-us,108,0,0,Mobile,Paid Search
2025-06-09,/category/computing,395,6,429.49,Mobile,Paid Search
2025-05-15,/category/audio,280,12,790.49,Desktop,Paid Search
2025-06-02,/blog/wireless-vs-wired,304,2,163.56,Desktop,Organic Search
2025-07-01,/category/electronics,944,18,1382.37,Tablet,Direct
2025-04-20,/blog/mobile-accessories-trends,325,1,113.92,Mobile,Paid Search
2025-06-04,/blog/wireless-vs-wired,389,1,114.24,Tablet,Direct
2025-06-11,/blog/gaming-setup-guide,266,3,182.83,Mobile,Paid Search
2025-06-02,/product/wireless-headphones,435,13,1183.8,Tablet,Social
2025-05-19,/about-us,194,0,49.92,Mobile,Organic Search
2025-07-12,/,153,0,0,Desktop,Organic Search
2025-07-08,/product/tablet-stand,40,1,32.23,Desktop,Email
2025-07-08,/support/shipping-policy,15,0,0,Desktop,Organic Search
2025-04-29,/category/audio,406,6,396.69,Desktop,Organic Search
2025-07-03,/product/wireless-headphones,217,8,807.78,Desktop,Social
2025-05-01,/blog/wireless-vs-wired,377,1,132.84,Mobile,Organic Search
2025-05-02,/support/warranty-info,87,0,0,Mobile,Paid Search
2025-06-16,/about-us,186,1,56.22,Desktop,Direct
2025-04-29,/category/audio,713,7,330.88,Mobile,Direct
2025-07-07,/blog/gaming-setup-guide,662,9,803.86,Mobile,Organic Search
2025-07-03,/contact,225,0,0,Tablet,Social
2025-07-07,/blog/mobile-accessories-trends,796,9,776.56,Tablet,Organic Search
2025-05-08,/product/wireless-headphones,82,2,246.58,Tablet,Social
2025-06-27,/blog/wireless-vs-wired,102,0,62.88,Mobile,Organic Search
2025-06-05,/contact,178,0,0,Mobile,Referral
2025-05-24,/product/smartphone-case,139,4,121.82,Mobile,Paid Search
2025-07-16,/blog/wireless-vs-wired,137,1,161.91,Tablet,Paid Search
2025-06-12,/product/external-battery,182,6,270.26,Mobile,Paid Search
2025-06-02,/support/warranty-info,193,0,0,Tablet,Organic Search
2025-04-23,/product/bluetooth-speaker,84,2,392.92,Mobile,Direct
2025-06-10,/support/warranty-info,184,0,0,Mobile,Paid Search
2025-05-27,/category/computing,983,28,1346.73,Tablet,Referral
2025-06-13,/,76,0,0,Desktop,Paid Search
2025-07-06,/product/smartphone-case,29,2,61.3,Desktop,Organic Search
2025-06-28,/blog/gaming-setup-guide,183,0,36.19,Mobile,Email
2025-06-22,/product/laptop-charger,145,7,390.4,Mobile,Organic Search
2025-06-12,/product/bluetooth-speaker,87,9,1150.8,Desktop,Paid Search
2025-06-12,/product/external-battery,67,2,106.51,Mobile,Organic Search
2025-04-18,/product/tablet-stand,98,2,94.75,Mobile,Email
2025-05-12,/contact,46,0,0,Mobile,Email
2025-06-13,/category/computing,240,9,605.7,Desktop,Direct
2025-06-29,/category/accessories,356,10,705.32,Mobile,Organic Search
2025-05-21,/contact,21,0,0,Tablet,Paid Search
2025-06-13,/support/shipping-policy,23,0,0,Mobile,Paid Search
2025-06-26,/product/tablet-stand,293,8,275.57,Desktop,Organic Search
2025-05-13,/product/wireless-keyboard,396,19,1643.97,Mobile,Direct
2025-07-05,/about-us,57,0,0,Desktop,Direct
2025-06-25,/product/tablet-stand,420,16,580.43,Mobile,Direct
2025-06-01,/category/computing,161,1,60.26,Mobile,Email
2025-06-04,/product/external-battery,207,6,288.56,Mobile,Paid Search
2025-06-17,/category/audio,315,8,678.97,Desktop,Organic Search
2025-06-04,/product/tablet-stand,179,13,459.88,Desktop,Direct
2025-06-01,/product/bluetooth-speaker,391,27,3694.47,Desktop,Organic Search
2025-05-26,/product/usb-cable,416,26,587.3,Mobile,Organic Search
2025-06-30,/support/warranty-info,84,0,0,Desktop,Organic Search
2025-06-30,/support/warranty-info,92,0,0,Mobile,Organic Search
2025-05-05,/blog/gaming-setup-guide,372,4,382.94,Mobile,Paid Search
2025-04-30,/product/phone-holder,132,4,134.98,Mobile,Direct
2025-05-28,/contact,175,0,0,Mobile,Organic Search
2025-07-12,/blog/mobile-accessories-trends,799,9,719.87,Desktop,Organic Search
2025-05-02,/blog/mobile-accessories-trends,800,18,1364.99,Desktop,Organic Search
2025-06-28,/blog/gaming-setup-guide,56,0,0,Desktop,Paid Search
2025-05-13,/support/shipping-policy,26,0,0,Mobile,Paid Search
2025-04-18,/category/computing,550,7,308.06,Mobile,Organic Search
2025-07-11,/blog/mobile-accessories-trends,250,6,340.86,Desktop,Paid Search
2025-06-23,/product/external-battery,19,0,0,Desktop,Organic Search
2025-06-16,/blog/best-headphones-2024,431,3,248.09,Mobile,Referral
2025-04-25,/support/warranty-info,67,0,0,Mobile,Organic Search
2025-06-18,/product/laptop-charger,306,9,499.88,Mobile,Direct
2025-06-18,/product/external-battery,476,12,504.88,Mobile,Social
2025-07-16,/product/phone-holder,22,0,25.65,Mobile,Organic Search
2025-05-01,/product/external-battery,136,6,266.98,Mobile,Paid Search
2025-06-16,/product/wireless-keyboard,292,16,1355.2,Mobile,Paid Search
2025-07-14,/about-us,167,0,47.93,Tablet,Email
2025-06-19,/category/computing,672,5,468.11,Mobile,Social
2025-07-05,/product/tablet-stand,298,10,422.18,Tablet,Organic Search
2025-05-16,/product/tablet-stand,376,27,881.89,Desktop,Paid Search
2025-05-20,/product/usb-cable,260,16,315.05,Mobile,Paid Search
2025-07-07,/support/shipping-policy,45,0,0,Mobile,Organic Search
2025-05-28,/category/computing,465,15,1112.43,Desktop,Direct
2025-04-30,/product/phone-holder,42,3,86.52,Desktop,Paid Search
2025-04-19,/blog/best-headphones-2024,426,6,454.07,Desktop,Organic Search
2025-05-06,/support/warranty-info,264,0,81.3,Mobile,Paid Search
2025-06-26,/product/smartphone-case,338,15,393.37,Mobile,Organic Search
2025-06-01,/about-us,49,0,0,Mobile,Paid Search
2025-04-17,/product/tablet-stand,358,8,315.41,Mobile,Direct
2025-06-10,/product/usb-cable,236,8,165.09,Desktop,Email
2025-06-15,/product/usb-cable,283,6,118.83,Mobile,Paid Search
2025-04-26,/blog/gaming-setup-guide,289,2,104.5,Desktop,Referral
2025-05-31,/contact,251,0,64.84,Mobile,Organic Search
2025-06-27,/product/gaming-mouse,221,3,199.06,Desktop,Social
2025-05-23,/blog/best-headphones-2024,410,2,162.04,Mobile,Social
2025-06-12,/product/wireless-keyboard,140,4,334.71,Mobile,Direct
2025-05-16,/category/accessories,369,6,487.44,Desktop,Organic Search
2025-05-28,/category/accessories,862,22,1871.32,Mobile,Referral
2025-06-13,/product/wireless-keyboard,42,3,253.33,Desktop,Paid Search
2025-06-21,/blog/mobile-accessories-trends,354,3,260.97,Mobile,Paid Search
2025-05-16,/blog/wireless-vs-wired,672,4,211.74,Mobile,Social
2025-07-08,/blog/gaming-setup-guide,638,5,332.32,Desktop,Referral
2025-04-22,/product/laptop-charger,162,5,272.44,Mobile,Email
2025-06-20,/product/laptop-charger,217,6,310.75,Mobile,Email
2025-06-22,/blog/gaming-setup-guide,68,1,88.52,Desktop,Organic Search
2025-05-20,/product/smartphone-case,270,13,304.81,Mobile,Organic Search
2025-07-11,/product/gaming-mouse,154,3,176.45,Desktop,Social
2025-05-10,/blog/mobile-accessories-trends,559,7,476.03,Mobile,Organic Search
2025-06-15,/product/wireless-keyboard,144,5,406.19,Mobile,Direct
2025-06-25,/blog/best-headphones-2024,242,1,79.4,Mobile,Social
2025-05-12,/product/smartphone-case,144,4,152.51,Mobile,Organic Search
2025-06-22,/product/smartphone-case,107,7,173.69,Desktop,Paid Search
2025-05-06,/support/warranty-info,108,0,0,Mobile,Social
2025-05-26,/category/electronics,56,0,42.17,Mobile,Paid Search
2025-07-08,/blog/gaming-setup-guide,776,4,337.83,Mobile,Organic Search
2025-07-09,/product/smartphone-case,215,7,171.87,Desktop,Email
2025-06-30,/product/tablet-stand,381,21,764.98,Desktop,Organic Search
2025-06-08,/blog/mobile-accessories-trends,118,0,0,Mobile,Paid Search
2025-06-16,/about-us,72,0,0,Mobile,Organic Search
2025-06-18,/,290,0,0,Desktop,Organic Search
2025-05-31,/product/wireless-keyboard,347,19,1552.73,Mobile,Paid Search
2025-06-20,/blog/mobile-accessories-trends,275,0,38.67,Mobile,Email
2025-05-12,/category/audio,548,4,245.19,Tablet,Organic Search
2025-05-17,/product/usb-cable,267,10,227.27,Mobile,Paid Search
2025-06-16,/blog/gaming-setup-guide,485,4,218.54,Tablet,Referral
2025-06-19,/product/external-battery,316,25,994.17,Desktop,Direct
2025-06-08,/,133,0,0,Desktop,Organic Search
2025-05-30,/,20,0,0,Desktop,Paid Search
2025-06-17,/blog/mobile-accessories-trends,96,0,0,Mobile,Organic Search
